book_name,average_rating,review_sentiment,cleaned_summary,book_summary_cleaned,summary_summary
Flame in the Mist,3.34,10.86632139926126,"The only daughter of a prominent samurai, Mariko has always known she’d been raised for one purpose and one purpose only: to marry. Never mind her cunning, which rivals that of her twin brother, Kenshin, or her skills as an accomplished alchemist. Since Mariko was not born a boy, her fate was sealed the moment she drew her first breath.So, at just seventeen years old, Mariko is sent to the imperial palace to meet her betrothed, a man she did not choose, for the very first time. But the journey is cut short when Mariko’s convoy is viciously attacked by the Black Clan, a dangerous group of bandits who’ve been hired to kill Mariko before she reaches the palace.The lone survivor, Mariko narrowly escapes to the woods, where she plots her revenge. Dressed as a peasant boy, she sets out to infiltrate the Black Clan and hunt down those responsible for the target on her back. Once she’s within their ranks, though, Mariko finds for the first time she’s appreciated for her intellect and abilities. She even finds herself falling in love—a love that will force her to question everything she’s ever known about her family, her purpose, and her deepest desires.","['The', 'only', 'daughter', 'of', 'a', 'prominent', 'samurai', ',', 'Mariko', 'has', 'always', 'known', 'she', '’', 'd', 'been', 'raised', 'for', 'one', 'purpose', 'and', 'one', 'purpose', 'only', ':', 'to', 'marry', '.', 'Never', 'mind', 'her', 'cunning', ',', 'which', 'rivals', 'that', 'of', 'her', 'twin', 'brother', ',', 'Kenshin', ',', 'or', 'her', 'skills', 'as', 'an', 'accomplished', 'alchemist', '.', 'Since', 'Mariko', 'was', 'not', 'born', 'a', 'boy', ',', 'her', 'fate', 'was', 'sealed', 'the', 'moment', 'she', 'drew', 'her', 'first', 'breath.So', ',', 'at', 'just', 'seventeen', 'years', 'old', ',', 'Mariko', 'is', 'sent', 'to', 'the', 'imperial', 'palace', 'to', 'meet', 'her', 'betrothed', ',', 'a', 'man', 'she', 'did', 'not', 'choose', ',', 'for', 'the', 'very', 'first', 'time', '.', 'But', 'the', 'journey', 'is', 'cut', 'short', 'when', 'Mariko', '’', 's', 'convoy', 'is', 'viciously', 'attacked', 'by', 'the', 'Black', 'Clan', ',', 'a', 'dangerous', 'group', 'of', 'bandits', 'who', '’', 've', 'been', 'hired', 'to', 'kill', 'Mariko', 'before', 'she', 'reaches', 'the', 'palace.The', 'lone', 'survivor', ',', 'Mariko', 'narrowly', 'escapes', 'to', 'the', 'woods', ',', 'where', 'she', 'plots', 'her', 'revenge', '.', 'Dressed', 'as', 'a', 'peasant', 'boy', ',', 'she', 'sets', 'out', 'to', 'infiltrate', 'the', 'Black', 'Clan', 'and', 'hunt', 'down', 'those', 'responsible', 'for', 'the', 'target', 'on', 'her', 'back', '.', 'Once', 'she', '’', 's', 'within', 'their', 'ranks', ',', 'though', ',', 'Mariko', 'finds', 'for', 'the', 'first', 'time', 'she', '’', 's', 'appreciated', 'for', 'her', 'intellect', 'and', 'abilities', '.', 'She', 'even', 'finds', 'herself', 'falling', 'in', 'love—a', 'love', 'that', 'will', 'force', 'her', 'to', 'question', 'everything', 'she', '’', 's', 'ever', 'known', 'about', 'her', 'family', ',', 'her', 'purpose', ',', 'and', 'her', 'deepest', 'desires', '.']","The only daughter of a prominent samurai, Mariko has always known she’d been raised for one purpose and one purpose only: to marry. Mariko is sent to the imperial palace to meet her betrothed, a man she did not choose, for the very first time. But the journey is cut short when Mariko’s convoy is viciously attacked by the Black Clan, a dangerous group of bandits."
Every Last Word,4.18,6.590241216350195,"If you could read my mind, you wouldn't be smiling. Samantha McAllister looks just like the rest of the popular girls in her junior class. But hidden beneath the straightened hair and expertly applied makeup is a secret that her friends would never understand: Sam has Purely-Obsessional OCD and is consumed by a stream of dark thoughts and worries that she can't turn off. Second-guessing every move, thought, and word makes daily life a struggle, and it doesn't help that her lifelong friends will turn toxic at the first sign of a wrong outfit, wrong lunch, or wrong crush. Yet Sam knows she'd be truly crazy to leave the protection of the most popular girls in school. So when Sam meets Caroline, she has to keep her new friend with a refreshing sense of humor and no style a secret, right up there with Sam's weekly visits to her psychiatrist.Caroline introduces Sam to Poet's Corner, a hidden room and a tight-knit group of misfits who have been ignored by the school at large. Sam is drawn to them immediately, especially a guitar-playing guy with a talent for verse, and starts to discover a whole new side of herself. Slowly, she begins to feel more ""normal"" than she ever has as part of the popular crowd . . . until she finds a new reason to question her sanity and all she holds dear.","['If', 'you', 'could', 'read', 'my', 'mind', ',', 'you', 'would', ""n't"", 'be', 'smiling', '.', 'Samantha', 'McAllister', 'looks', 'just', 'like', 'the', 'rest', 'of', 'the', 'popular', 'girls', 'in', 'her', 'junior', 'class', '.', 'But', 'hidden', 'beneath', 'the', 'straightened', 'hair', 'and', 'expertly', 'applied', 'makeup', 'is', 'a', 'secret', 'that', 'her', 'friends', 'would', 'never', 'understand', ':', 'Sam', 'has', 'Purely-Obsessional', 'OCD', 'and', 'is', 'consumed', 'by', 'a', 'stream', 'of', 'dark', 'thoughts', 'and', 'worries', 'that', 'she', 'ca', ""n't"", 'turn', 'off', '.', 'Second-guessing', 'every', 'move', ',', 'thought', ',', 'and', 'word', 'makes', 'daily', 'life', 'a', 'struggle', ',', 'and', 'it', 'does', ""n't"", 'help', 'that', 'her', 'lifelong', 'friends', 'will', 'turn', 'toxic', 'at', 'the', 'first', 'sign', 'of', 'a', 'wrong', 'outfit', ',', 'wrong', 'lunch', ',', 'or', 'wrong', 'crush', '.', 'Yet', 'Sam', 'knows', 'she', ""'d"", 'be', 'truly', 'crazy', 'to', 'leave', 'the', 'protection', 'of', 'the', 'most', 'popular', 'girls', 'in', 'school', '.', 'So', 'when', 'Sam', 'meets', 'Caroline', ',', 'she', 'has', 'to', 'keep', 'her', 'new', 'friend', 'with', 'a', 'refreshing', 'sense', 'of', 'humor', 'and', 'no', 'style', 'a', 'secret', ',', 'right', 'up', 'there', 'with', 'Sam', ""'s"", 'weekly', 'visits', 'to', 'her', 'psychiatrist.Caroline', 'introduces', 'Sam', 'to', 'Poet', ""'s"", 'Corner', ',', 'a', 'hidden', 'room', 'and', 'a', 'tight-knit', 'group', 'of', 'misfits', 'who', 'have', 'been', 'ignored', 'by', 'the', 'school', 'at', 'large', '.', 'Sam', 'is', 'drawn', 'to', 'them', 'immediately', ',', 'especially', 'a', 'guitar-playing', 'guy', 'with', 'a', 'talent', 'for', 'verse', ',', 'and', 'starts', 'to', 'discover', 'a', 'whole', 'new', 'side', 'of', 'herself', '.', 'Slowly', ',', 'she', 'begins', 'to', 'feel', 'more', '``', 'normal', ""''"", 'than', 'she', 'ever', 'has', 'as', 'part', 'of', 'the', 'popular', 'crowd', '.', '.', '.', 'until', 'she', 'finds', 'a', 'new', 'reason', 'to', 'question', 'her', 'sanity', 'and', 'all', 'she', 'holds', 'dear', '.']","Samantha McAllister has Purely-Obsessional OCD and is consumed by a stream of dark thoughts and worries that she can't turn off. When Sam meets Caroline, she has to keep her new friend with a refreshing sense of humor and no style a secret."
Illuminae,4.32,9.674426789511818,"This morning, Kady thought breaking up with Ezra was the hardest thing she’d have to do. This afternoon, her planet was invaded.The year is 2575, and two rival mega-corporations are at war over a planet that’s little more than a speck at the edge of the universe. Now with enemy fire raining down on them, Kady and Ezra — who are barely even talking to each other—are forced to evacuate with a hostile warship in hot pursuit.But their problems are just getting started. A plague has broken out and is mutating with terrifying results; the fleet’s AI may actually be their enemy; and nobody in charge will say what’s really going on. As Kady hacks into a web of data to find the truth, it’s clear the only person who can help her is the ex-boyfriend she swore she’d never speak to again.Told through a fascinating dossier of hacked documents — including emails, maps, files, IMs, medical reports, interviews, and more — Illuminae is the first book in a heart-stopping trilogy about lives interrupted, the price of truth, and the courage of everyday heroes.","['This', 'morning', ',', 'Kady', 'thought', 'breaking', 'up', 'with', 'Ezra', 'was', 'the', 'hardest', 'thing', 'she', '’', 'd', 'have', 'to', 'do', '.', 'This', 'afternoon', ',', 'her', 'planet', 'was', 'invaded.The', 'year', 'is', '2575', ',', 'and', 'two', 'rival', 'mega-corporations', 'are', 'at', 'war', 'over', 'a', 'planet', 'that', '’', 's', 'little', 'more', 'than', 'a', 'speck', 'at', 'the', 'edge', 'of', 'the', 'universe', '.', 'Now', 'with', 'enemy', 'fire', 'raining', 'down', 'on', 'them', ',', 'Kady', 'and', 'Ezra', '—', 'who', 'are', 'barely', 'even', 'talking', 'to', 'each', 'other—are', 'forced', 'to', 'evacuate', 'with', 'a', 'hostile', 'warship', 'in', 'hot', 'pursuit.But', 'their', 'problems', 'are', 'just', 'getting', 'started', '.', 'A', 'plague', 'has', 'broken', 'out', 'and', 'is', 'mutating', 'with', 'terrifying', 'results', ';', 'the', 'fleet', '’', 's', 'AI', 'may', 'actually', 'be', 'their', 'enemy', ';', 'and', 'nobody', 'in', 'charge', 'will', 'say', 'what', '’', 's', 'really', 'going', 'on', '.', 'As', 'Kady', 'hacks', 'into', 'a', 'web', 'of', 'data', 'to', 'find', 'the', 'truth', ',', 'it', '’', 's', 'clear', 'the', 'only', 'person', 'who', 'can', 'help', 'her', 'is', 'the', 'ex-boyfriend', 'she', 'swore', 'she', '’', 'd', 'never', 'speak', 'to', 'again.Told', 'through', 'a', 'fascinating', 'dossier', 'of', 'hacked', 'documents', '—', 'including', 'emails', ',', 'maps', ',', 'files', ',', 'IMs', ',', 'medical', 'reports', ',', 'interviews', ',', 'and', 'more', '—', 'Illuminae', 'is', 'the', 'first', 'book', 'in', 'a', 'heart-stopping', 'trilogy', 'about', 'lives', 'interrupted', ',', 'the', 'price', 'of', 'truth', ',', 'and', 'the', 'courage', 'of', 'everyday', 'heroes', '.']","The year is 2575, and two rival mega-corporations are at war over a planet that’s little more than a speck at the edge of the universe. Kady and Ezra are forced to evacuate with a hostile warship in hot pursuit. Illuminae is the first book in a heart-stopping trilogy about lives interrupted, the price of truth, and the courage of everyday heroes."
Six of Crows,4.28,9.880207223479315,Alternate cover edition of ISBN 9781627792127 which can be found here:https://www.goodreads.com/book/show/7...Ketterdam: a bustling hub of international trade where anything can be had for the right price—and no one knows that better than criminal prodigy Kaz Brekker. Kaz is offered a chance at a deadly heist that could make him rich beyond his wildest dreams. But he can’t pull it off alone. . . .A convict with a thirst for revengeA sharpshooter who can’t walk away from a wagerA runaway with a privileged pastA spy known as the WraithA Heartrender using her magic to survive the slumsA thief with a gift for unlikely escapesSix dangerous outcasts. One impossible heist. Kaz’s crew is the only thing that might stand between the world and destruction—if they don’t kill each other first.,"['Alternate', 'cover', 'edition', 'of', 'ISBN', '9781627792127', 'which', 'can', 'be', 'found', 'here', ':', 'https', ':', '//www.goodreads.com/book/show/7', '...', 'Ketterdam', ':', 'a', 'bustling', 'hub', 'of', 'international', 'trade', 'where', 'anything', 'can', 'be', 'had', 'for', 'the', 'right', 'price—and', 'no', 'one', 'knows', 'that', 'better', 'than', 'criminal', 'prodigy', 'Kaz', 'Brekker', '.', 'Kaz', 'is', 'offered', 'a', 'chance', 'at', 'a', 'deadly', 'heist', 'that', 'could', 'make', 'him', 'rich', 'beyond', 'his', 'wildest', 'dreams', '.', 'But', 'he', 'can', '’', 't', 'pull', 'it', 'off', 'alone', '.', '.', '.', '.A', 'convict', 'with', 'a', 'thirst', 'for', 'revengeA', 'sharpshooter', 'who', 'can', '’', 't', 'walk', 'away', 'from', 'a', 'wagerA', 'runaway', 'with', 'a', 'privileged', 'pastA', 'spy', 'known', 'as', 'the', 'WraithA', 'Heartrender', 'using', 'her', 'magic', 'to', 'survive', 'the', 'slumsA', 'thief', 'with', 'a', 'gift', 'for', 'unlikely', 'escapesSix', 'dangerous', 'outcasts', '.', 'One', 'impossible', 'heist', '.', 'Kaz', '’', 's', 'crew', 'is', 'the', 'only', 'thing', 'that', 'might', 'stand', 'between', 'the', 'world', 'and', 'destruction—if', 'they', 'don', '’', 't', 'kill', 'each', 'other', 'first', '.']",Criminal prodigy Kaz Brekker is offered a chance at a deadly heist that could make him rich beyond his wildest dreams. Kaz’s crew is the only thing that might stand between the world and destruction—if they don’t kill each other first.
Nowhere But Here,3.58,10.620998136613643,"An unforgettable new series from acclaimed author Katie McGarry about taking risks, opening your heart and ending up in a place you never imagined possible.Seventeen-year-old Emily likes her life the way it is: doting parents, good friends, good school in a safe neighborhood. Sure, she's curious about her biological father—the one who chose life in a motorcycle club, the Reign of Terror, over being a parent—but that doesn't mean she wants to be a part of his world. But when a reluctant visit turns to an extended summer vacation among relatives she never knew she had, one thing becomes clear: nothing is what it seems. Not the club, not her secret-keeping father and not Oz, a guy with suck-me-in blue eyes who can help her understand them both. Oz wants one thing: to join the Reign of Terror. They're the good guys. They protect people. They're…family. And while Emily—the gorgeous and sheltered daughter of the club's most respected member—is in town, he's gonna prove it to her. So when her father asks him to keep her safe from a rival club with a score to settle, Oz knows it's his shot at his dream. What he doesn't count on is that Emily just might turn that dream upside down. No one wants them to be together. But sometimes the right person is the one you least expect, and the road you fear the most is the one that leads you home.","['An', 'unforgettable', 'new', 'series', 'from', 'acclaimed', 'author', 'Katie', 'McGarry', 'about', 'taking', 'risks', ',', 'opening', 'your', 'heart', 'and', 'ending', 'up', 'in', 'a', 'place', 'you', 'never', 'imagined', 'possible.Seventeen-year-old', 'Emily', 'likes', 'her', 'life', 'the', 'way', 'it', 'is', ':', 'doting', 'parents', ',', 'good', 'friends', ',', 'good', 'school', 'in', 'a', 'safe', 'neighborhood', '.', 'Sure', ',', 'she', ""'s"", 'curious', 'about', 'her', 'biological', 'father—the', 'one', 'who', 'chose', 'life', 'in', 'a', 'motorcycle', 'club', ',', 'the', 'Reign', 'of', 'Terror', ',', 'over', 'being', 'a', 'parent—but', 'that', 'does', ""n't"", 'mean', 'she', 'wants', 'to', 'be', 'a', 'part', 'of', 'his', 'world', '.', 'But', 'when', 'a', 'reluctant', 'visit', 'turns', 'to', 'an', 'extended', 'summer', 'vacation', 'among', 'relatives', 'she', 'never', 'knew', 'she', 'had', ',', 'one', 'thing', 'becomes', 'clear', ':', 'nothing', 'is', 'what', 'it', 'seems', '.', 'Not', 'the', 'club', ',', 'not', 'her', 'secret-keeping', 'father', 'and', 'not', 'Oz', ',', 'a', 'guy', 'with', 'suck-me-in', 'blue', 'eyes', 'who', 'can', 'help', 'her', 'understand', 'them', 'both', '.', 'Oz', 'wants', 'one', 'thing', ':', 'to', 'join', 'the', 'Reign', 'of', 'Terror', '.', 'They', ""'re"", 'the', 'good', 'guys', '.', 'They', 'protect', 'people', '.', ""They're…family"", '.', 'And', 'while', 'Emily—the', 'gorgeous', 'and', 'sheltered', 'daughter', 'of', 'the', 'club', ""'s"", 'most', 'respected', 'member—is', 'in', 'town', ',', 'he', ""'s"", 'gon', 'na', 'prove', 'it', 'to', 'her', '.', 'So', 'when', 'her', 'father', 'asks', 'him', 'to', 'keep', 'her', 'safe', 'from', 'a', 'rival', 'club', 'with', 'a', 'score', 'to', 'settle', ',', 'Oz', 'knows', 'it', ""'s"", 'his', 'shot', 'at', 'his', 'dream', '.', 'What', 'he', 'does', ""n't"", 'count', 'on', 'is', 'that', 'Emily', 'just', 'might', 'turn', 'that', 'dream', 'upside', 'down', '.', 'No', 'one', 'wants', 'them', 'to', 'be', 'together', '.', 'But', 'sometimes', 'the', 'right', 'person', 'is', 'the', 'one', 'you', 'least', 'expect', ',', 'and', 'the', 'road', 'you', 'fear', 'the', 'most', 'is', 'the', 'one', 'that', 'leads', 'you', 'home', '.']","Seventeen-year-old Emily likes her life the way it is: doting parents, good friends, good school in a safe neighborhood. She's curious about her biological father, the one who chose life in a motorcycle club, the Reign of Terror, over being a parent. When a reluctant visit turns to an extended summer vacation, one thing becomes clear: nothing is what it seems."
milk and honey,3.66,5.671896244496244,"Milk and Honey is a collection of poetry and prose about survival. About the experience of violence, abuse, love, loss, and femininity.It is split into four chapters, with each chapter dealing with a different pain. Healing a different heartache. Milk and Honey takes readers through a journey of the most bitter moments in life and finds sweetness in them -- because there is sweetness everywhere if you are just willing to look.","['Milk', 'and', 'Honey', 'is', 'a', 'collection', 'of', 'poetry', 'and', 'prose', 'about', 'survival', '.', 'About', 'the', 'experience', 'of', 'violence', ',', 'abuse', ',', 'love', ',', 'loss', ',', 'and', 'femininity.It', 'is', 'split', 'into', 'four', 'chapters', ',', 'with', 'each', 'chapter', 'dealing', 'with', 'a', 'different', 'pain', '.', 'Healing', 'a', 'different', 'heartache', '.', 'Milk', 'and', 'Honey', 'takes', 'readers', 'through', 'a', 'journey', 'of', 'the', 'most', 'bitter', 'moments', 'in', 'life', 'and', 'finds', 'sweetness', 'in', 'them', '--', 'because', 'there', 'is', 'sweetness', 'everywhere', 'if', 'you', 'are', 'just', 'willing', 'to', 'look', '.']","Milk and Honey is a collection of poetry and prose about survival. About the experience of violence, abuse, love, loss, and femininity. Each chapter deals with a different pain. Healing a different heartache."
Maybe Not,4.06,14.711931709395902,"Colleen Hoover, the New York Times bestselling author of Maybe Someday brilliantly brings to life the story of the wonderfully hilarious and charismatic Warren in a new novella, Maybe Not.When Warren has the opportunity to live with a female roommate, he instantly agrees. It could be an exciting change.Or maybe not.Especially when that roommate is the cold and seemingly calculating Bridgette. Tensions run high and tempers flare as the two can hardly stand to be in the same room together. But Warren has a theory about Bridgette: anyone who can hate with that much passion should also have the capability to love with that much passion. And he wants to be the one to test this theory.Will Bridgette find it in herself to warm her heart to Warren and finally learn to love?Maybe.Maybe not.","['Colleen', 'Hoover', ',', 'the', 'New', 'York', 'Times', 'bestselling', 'author', 'of', 'Maybe', 'Someday', 'brilliantly', 'brings', 'to', 'life', 'the', 'story', 'of', 'the', 'wonderfully', 'hilarious', 'and', 'charismatic', 'Warren', 'in', 'a', 'new', 'novella', ',', 'Maybe', 'Not.When', 'Warren', 'has', 'the', 'opportunity', 'to', 'live', 'with', 'a', 'female', 'roommate', ',', 'he', 'instantly', 'agrees', '.', 'It', 'could', 'be', 'an', 'exciting', 'change.Or', 'maybe', 'not.Especially', 'when', 'that', 'roommate', 'is', 'the', 'cold', 'and', 'seemingly', 'calculating', 'Bridgette', '.', 'Tensions', 'run', 'high', 'and', 'tempers', 'flare', 'as', 'the', 'two', 'can', 'hardly', 'stand', 'to', 'be', 'in', 'the', 'same', 'room', 'together', '.', 'But', 'Warren', 'has', 'a', 'theory', 'about', 'Bridgette', ':', 'anyone', 'who', 'can', 'hate', 'with', 'that', 'much', 'passion', 'should', 'also', 'have', 'the', 'capability', 'to', 'love', 'with', 'that', 'much', 'passion', '.', 'And', 'he', 'wants', 'to', 'be', 'the', 'one', 'to', 'test', 'this', 'theory.Will', 'Bridgette', 'find', 'it', 'in', 'herself', 'to', 'warm', 'her', 'heart', 'to', 'Warren', 'and', 'finally', 'learn', 'to', 'love', '?', 'Maybe.Maybe', 'not', '.']","Colleen Hoover, the New York Times bestselling author of Maybe Someday brilliantly brings to life the story of the wonderfully hilarious and charismatic Warren. Tensions run high and tempers flare as the two can hardly stand to be in the same room together. Will Bridgette find it in herself to warm her heart to Warren and finally learn to love?Maybe."
You're Never Weird on the Internet,4.18,8.817454272344683,"From online entertainment mogul, actress, and “queen of the geeks” Felicia Day, a funny, quirky, and inspiring memoir about her unusual upbringing, her rise to Internet-stardom, and embracing her individuality to find success in Hollywood.The Internet isn’t all cat videos. There’s also Felicia Day—violinist, filmmaker, Internet entrepreneur, compulsive gamer, hoagie specialist, and former lonely homeschooled girl who overcame her isolated childhood to become the ruler of a new world... or at least semi-influential in the world of Internet Geeks and Goodreads book clubs.After growing up in the south where she was ""home-schooled for hippie reasons"", Felicia moved to Hollywood to pursue her dream of becoming an actress and was immediately typecast as a crazy cat-lady secretary. But Felicia’s misadventures in Hollywood led her to produce her own web series, own her own production company, and become an Internet star.Felicia’s short-ish life and her rags-to-riches rise to Internet fame launched her career as one of the most influential creators in new media. Now, Felicia’s strange world is filled with thoughts on creativity, video games, and a dash of mild feminist activism—just like her memoir.Hilarious and inspirational, You’re Never Weird on the Internet (Almost) is proof that everyone should embrace what makes them different and be brave enough to share it with the world, because anything is possible now—even for a digital misfit.","['From', 'online', 'entertainment', 'mogul', ',', 'actress', ',', 'and', '“', 'queen', 'of', 'the', 'geeks', '”', 'Felicia', 'Day', ',', 'a', 'funny', ',', 'quirky', ',', 'and', 'inspiring', 'memoir', 'about', 'her', 'unusual', 'upbringing', ',', 'her', 'rise', 'to', 'Internet-stardom', ',', 'and', 'embracing', 'her', 'individuality', 'to', 'find', 'success', 'in', 'Hollywood.The', 'Internet', 'isn', '’', 't', 'all', 'cat', 'videos', '.', 'There', '’', 's', 'also', 'Felicia', 'Day—violinist', ',', 'filmmaker', ',', 'Internet', 'entrepreneur', ',', 'compulsive', 'gamer', ',', 'hoagie', 'specialist', ',', 'and', 'former', 'lonely', 'homeschooled', 'girl', 'who', 'overcame', 'her', 'isolated', 'childhood', 'to', 'become', 'the', 'ruler', 'of', 'a', 'new', 'world', '...', 'or', 'at', 'least', 'semi-influential', 'in', 'the', 'world', 'of', 'Internet', 'Geeks', 'and', 'Goodreads', 'book', 'clubs.After', 'growing', 'up', 'in', 'the', 'south', 'where', 'she', 'was', '``', 'home-schooled', 'for', 'hippie', 'reasons', ""''"", ',', 'Felicia', 'moved', 'to', 'Hollywood', 'to', 'pursue', 'her', 'dream', 'of', 'becoming', 'an', 'actress', 'and', 'was', 'immediately', 'typecast', 'as', 'a', 'crazy', 'cat-lady', 'secretary', '.', 'But', 'Felicia', '’', 's', 'misadventures', 'in', 'Hollywood', 'led', 'her', 'to', 'produce', 'her', 'own', 'web', 'series', ',', 'own', 'her', 'own', 'production', 'company', ',', 'and', 'become', 'an', 'Internet', 'star.Felicia', '’', 's', 'short-ish', 'life', 'and', 'her', 'rags-to-riches', 'rise', 'to', 'Internet', 'fame', 'launched', 'her', 'career', 'as', 'one', 'of', 'the', 'most', 'influential', 'creators', 'in', 'new', 'media', '.', 'Now', ',', 'Felicia', '’', 's', 'strange', 'world', 'is', 'filled', 'with', 'thoughts', 'on', 'creativity', ',', 'video', 'games', ',', 'and', 'a', 'dash', 'of', 'mild', 'feminist', 'activism—just', 'like', 'her', 'memoir.Hilarious', 'and', 'inspirational', ',', 'You', '’', 're', 'Never', 'Weird', 'on', 'the', 'Internet', '(', 'Almost', ')', 'is', 'proof', 'that', 'everyone', 'should', 'embrace', 'what', 'makes', 'them', 'different', 'and', 'be', 'brave', 'enough', 'to', 'share', 'it', 'with', 'the', 'world', ',', 'because', 'anything', 'is', 'possible', 'now—even', 'for', 'a', 'digital', 'misfit', '.']","You're Never Weird on the Internet (Almost) by Felicia Day is a funny, quirky, and inspiring memoir about her unusual upbringing, her rise to Internet-stardom, and embracing her individuality. After growing up in the south where she was ""home-schooled for hippie reasons"", Felicia moved to Hollywood to pursue her dream of becoming an actress."
Carry On,3.74,6.133975061433152,"Simon Snow is the worst chosen one who’s ever been chosen.That’s what his roommate, Baz, says. And Baz might be evil and a vampire and a complete git, but he’s probably right.Half the time, Simon can’t even make his wand work, and the other half, he sets something on fire. His mentor’s avoiding him, his girlfriend broke up with him, and there’s a magic-eating monster running around wearing Simon’s face. Baz would be having a field day with all this, if he were here—it’s their last year at the Watford School of Magicks, and Simon’s infuriating nemesis didn’t even bother to show up.Carry On is a ghost story, a love story, a mystery and a melodrama. It has just as much kissing and talking as you’d expect from a Rainbow Rowell story—but far, far more monsters.","['Simon', 'Snow', 'is', 'the', 'worst', 'chosen', 'one', 'who', '’', 's', 'ever', 'been', 'chosen.That', '’', 's', 'what', 'his', 'roommate', ',', 'Baz', ',', 'says', '.', 'And', 'Baz', 'might', 'be', 'evil', 'and', 'a', 'vampire', 'and', 'a', 'complete', 'git', ',', 'but', 'he', '’', 's', 'probably', 'right.Half', 'the', 'time', ',', 'Simon', 'can', '’', 't', 'even', 'make', 'his', 'wand', 'work', ',', 'and', 'the', 'other', 'half', ',', 'he', 'sets', 'something', 'on', 'fire', '.', 'His', 'mentor', '’', 's', 'avoiding', 'him', ',', 'his', 'girlfriend', 'broke', 'up', 'with', 'him', ',', 'and', 'there', '’', 's', 'a', 'magic-eating', 'monster', 'running', 'around', 'wearing', 'Simon', '’', 's', 'face', '.', 'Baz', 'would', 'be', 'having', 'a', 'field', 'day', 'with', 'all', 'this', ',', 'if', 'he', 'were', 'here—it', '’', 's', 'their', 'last', 'year', 'at', 'the', 'Watford', 'School', 'of', 'Magicks', ',', 'and', 'Simon', '’', 's', 'infuriating', 'nemesis', 'didn', '’', 't', 'even', 'bother', 'to', 'show', 'up.Carry', 'On', 'is', 'a', 'ghost', 'story', ',', 'a', 'love', 'story', ',', 'a', 'mystery', 'and', 'a', 'melodrama', '.', 'It', 'has', 'just', 'as', 'much', 'kissing', 'and', 'talking', 'as', 'you', '’', 'd', 'expect', 'from', 'a', 'Rainbow', 'Rowell', 'story—but', 'far', ',', 'far', 'more', 'monsters', '.']","Simon Snow is the worst chosen one who’s ever been chosen. He can’t even make his wand work, and the other half, he sets something on fire. It has just as much kissing and talking as you’d expect from a Rainbow Rowell story—but far, far more monsters."
A Court of Wings and Ruin,3.98,5.338534330827182,"FEYRE WILL BRING VENGEANCE.She has left the Night Court - and her High Lord - and is playing a deadly game of deceit. In the Spring Court, Tamlin is making deals with the invading king threatening to bring Prythian to its knees, and Feyre is determined to uncover his plans. But to do so she must weave a web of lies, and one slip may spell doom not only for Feyre, but for her world as well.As mighty armies grapple for power, Feyre must decide who to trust amongst the dazzling and lethal High Lords - and hunt for allies in unexpected places. BUT WHILE WAR RAGES, IT IS HER HEART THAT WILL FACE THE GREATEST BATTLE.THE THRILLING THIRD BOOK IN #1 NEW YORK TIMES BESTSELLING FANTASY SERIES FROM SARAH J. MAAS.","['FEYRE', 'WILL', 'BRING', 'VENGEANCE.She', 'has', 'left', 'the', 'Night', 'Court', '-', 'and', 'her', 'High', 'Lord', '-', 'and', 'is', 'playing', 'a', 'deadly', 'game', 'of', 'deceit', '.', 'In', 'the', 'Spring', 'Court', ',', 'Tamlin', 'is', 'making', 'deals', 'with', 'the', 'invading', 'king', 'threatening', 'to', 'bring', 'Prythian', 'to', 'its', 'knees', ',', 'and', 'Feyre', 'is', 'determined', 'to', 'uncover', 'his', 'plans', '.', 'But', 'to', 'do', 'so', 'she', 'must', 'weave', 'a', 'web', 'of', 'lies', ',', 'and', 'one', 'slip', 'may', 'spell', 'doom', 'not', 'only', 'for', 'Feyre', ',', 'but', 'for', 'her', 'world', 'as', 'well.As', 'mighty', 'armies', 'grapple', 'for', 'power', ',', 'Feyre', 'must', 'decide', 'who', 'to', 'trust', 'amongst', 'the', 'dazzling', 'and', 'lethal', 'High', 'Lords', '-', 'and', 'hunt', 'for', 'allies', 'in', 'unexpected', 'places', '.', 'BUT', 'WHILE', 'WAR', 'RAGES', ',', 'IT', 'IS', 'HER', 'HEART', 'THAT', 'WILL', 'FACE', 'THE', 'GREATEST', 'BATTLE.THE', 'THRILLING', 'THIRD', 'BOOK', 'IN', '#', '1', 'NEW', 'YORK', 'TIMES', 'BESTSELLING', 'FANTASY', 'SERIES', 'FROM', 'SARAH', 'J.', 'MAAS', '.']","Feyre has left the Night Court - and her High Lord - and is playing a deadly game of deceit. In the Spring Court, Tamlin is making deals with the invading king threatening to bring Prythian to its knees. One slip may spell doom not only for Feyre, but for her world as well."
